id,text,query
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_105_4,"including the handle (Example: InvestorID@bankname). 
2.1.2. RII will fill in the bid details in the application form along with his/ her bank 
account linked UPI ID and submit the application with any of the intermediary. 
2.1.3. The intermediary upon receipt of form will upload the bid details along with UPI 
ID in the stock exchange bidding platform. 
2.1.4. Once the bid has been entered in the bidding platform, the exchange will 
undertake validation of the PAN and Demat Acc ount details of RII with the 
depository.","""RII application form UPI ID"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_101_45,"NEFT etc.) 
            
 
Schedule III - Format for provision of information on compensation for b locking more 
amount than the application amount 
 
 
 
 
 
 
 
S.No. 
 
 
 
 
 
Issuer 
Name 
 
 
 
 
 
Applicant 
Name 
 
 
 
 
 
Application 
No. 
 
Mode of ASBA 
application 
submission 
(Bank, Online, 
UPI (online), 
UPI (offline, if 
any) – as 
provided 
by RTI) 
 
 
 
Blocked Amount 
less Application 
Amount (Rs.) 
 
 
 
 
 
Date of receipt of 
complaint 
(DD/MM/YYYY) 
 
 
 
Date on which the 
funds to the 
excess of 
application 
amount were 
blocked 
(DD/MM/YYYY) 
 
 
 
 
 
Date of Actual 
Unblock 
(DD/MM/YYYY) 
 
 
 
 
 
Compensation 
paid by SCSB 
(Rs.) 
 
 
 
 
Date of payment 
of Compensation 
by SCSB 
(DD/MM/YYYY) 
 
 
 
Mode of payment of 
Compensation (direct 
credit/ IMPS/ RTGS/ 
NEFT etc.)","""NEFT compensation blocked amount"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_187_44","from resource extraction (cradle) to the factory gate (i.e., 
before it is transported to the consumer). 
4.  
Recycled or reused 
input material as 
percentage of total 
input material 
For each category of input material, the percentage of re -used and 
recycled input material may be calculated as ((total recycled + re-used 
input material used)*100) divided by (total input material used to 
manufacture the entity’s products or to provide services). 
The entity may use the total weight or the total volume  of materials, 
for calculating this field.  
6. 
Reclaimed products 
and their packaging 
materials (as 
percentage of 
products sold) for 
each product 
category. 
The entity shall calculate the percentage of reclaimed products and 
their packaging materials for e ach product category using the 
following formula: 
Percentage of reclaimed products and their packaging materials = 
(Products and their packaging materials reclaimed within the","""supply chain sustainability recycled materials percentage calculation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_113_40","Page 114 of 261 
 
Exhibit B1: Format for the Limited Review Report for banks for unaudited standalonequarterly 
and year to date results 
 
Review report to....................  
 
We have reviewed the accompanying statement of unaudited financial results of ____ (Name of the 
Bank) for the period ended ____. This statement is the responsibility of the Bank’s Management and 
has been approved by the Board of Directors. Our responsibility is to issue a report on these financial 
statements based on our review.  
We conducted our review of the Statement in accordance with the Standard on Review 
Engagements (SRE) 2410 “Review of Interim Financial Inform ation Performed by the Independent 
Auditor of the Entity”, issued by the Institute of Chartered Accountants of India. This standard 
requires that we plan and perform the review to obtain moderate assurance as to whether the 
financial statements are free of  material misstatement. A review is limited primarily to inquiries of","""unaudited quarterly financial statements bank review report"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_28_41","short-term and long-term debt (in INR crore)  
 
b. For unlisted debt securities i.e. NCDs and NCRPS: 
Sr. No Type of disclosure  Details 
1. Name of the Listed entity  
2. Date of making the disclosure  
3. Type of instrument with ISIN  
4. Number of investors in the security as on date of default  
5. Date of default  
6. Current default amount (break-up of principal and interest in 
INR crore)  
7. Details of the obligation (amount issued, 
tenure, coupon, secured/unsecured, redemption date etc.)  
8. Total amount issued through debt securities (in INR crore)  
9. Total financial indebtedness of the listed entity inclu ding 
short-term and long-term debt (in INR crore)  
 
5.2. Disclosures specified in the table below shall be made by listed entities, if on the last date 
of any quarter: 
a. Any loan including revolving facilities like cash credit from banks / financial institutions 
where the default continues beyond 30 days or","""debt securities disclosure INR"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_111_35","related safeguards.  
We also performed procedures in accordance with the circular issued by the SEBI under Regulation 
33(8) of the LODR Regulations, as amended, to the extent applicable.  
Other Matters63 
The consolidated Financial Results include the audited Financial Results of ______ subsidi aries, 
____ associates and _______ jointly controlled entities, whose Financial Statements/Financial 
Results/ financial information reflect Group’s share of total assets 64 of Rs. _____ as at ______ , 
Group’s share of total revenue of Rs. _____and Rs. ______  and Group’s share of total net 
profit/(loss) after tax of Rs. ______and Rs. ______ for the quarter ended__________ and for the 
                                                           
63 Where applicable.  
64 Figures for total assets to be reported when balance sheet is also presented with the income statements.","""SEBI Regulation 33(8) LODR Financial Results"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_181_26","(b) the expression ""joint venture"" means a joint arrangement 
whereby the parties that have joint control of the arrangement have 
rights to the net assets of the arrangement; 
2. As defined unde r Sec 2 (46) of the Companies Act 2013, holding 
company"", in relation to one or more other companies, means a 
company of which such companies are subsidiary companies; 
Explanation—For the purposes of this clause, the expression 
""company"" includes any body corporate. 
 
3. As defined under Sec 2(87) of the Companies Act 2013, subsidiary 
company or subsidiary, in relation to any other company (that is to say 
the holding company), means a company in wh ich the holding 
company— 
(i) controls the composition of the Board of Directors; or 
(ii) exercises or controls more than one -half of the  total voting 
power either at its own or together with one or more of its subsidiary 
companies: 
Explanation—For the purposes of this clause, —","""definition joint venture company subsidiary"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_110_29","not a guarantee that an audit conducted in accordance with SAs will al ways detect a material 
misstatement when it exists. Misstatements can arise from fraud or error and are considered material 
if, individually or in the aggregate, they could reasonably be expected to influence the economic 
decisions of users taken on the basis of these consolidated financial results.   
As part of an audit in accordance with SAs, we exercise professional judgment and maintain 
professional skepticism throughout the audit. We also:  
• Identify and assess the risks of material misstatement of the consolidated financial results, 
whether due to fraud or error, design and perform audit procedures responsive to those risks, and 
obtain audit evidence that is sufficient and appropriate to provide a basis for our opinion. The risk 
of not detecting a material misstatement resulting from fraud is higher than for one resulting from","""audit risk of material misstatement"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_26_6,"regarding violations of SEBI (PIT) 
Regulations, 2015 relating to Code 
of Conduct  
8 09-Sep-20 SEBI/HO/ISD/CIR/P/P/2020/168 Automation of Continual 
Disclosures under Regulation 7(2) 
of SEBI (Proh ibition of Insider 
Trading) Regulations, 2015 - 
System driven disclosures 
9 09-Feb-21 SEBI/HO/ISD/CIR/P/P/2021/19 Revised disclosure formats under 
Regulation 7 of SEBI (Prohibition of 
Insider Trading) Regulations, 2015 
10 16-Jun-21 SEBI/HO/ISD/ISD/CIR/P/2021/578 
 
Automation of Continual 
disclosures under Regulation 7(2) 
of SEBI (Prohibition of Insider 
Trading) Regulations, 2015 - 
System driven disclosures for 
inclusion of listed Debt Securities. 
11 13-Aug-21 SEBI/HO/ISD/ISD/CIR/P/2021/617 Automation of Continual 
Disclosures under Regulation 7(2) 
of SEBI Prohibition of  Insider 
Trading) Regulations, 2015 - 
System driven disclosures - Ease 
of doing business.","""SEBI (PIT) Regulations 2015 Code of Conduct"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_169_47","Page 170 of 261 
 
S. 
No. 
Location of 
operations/offices 
Type of operations Whether the conditions of environmental 
approval / clearance are being complied 
with? (Y/N) 
If no, the reasons thereof and corrective 
action taken, if any. 
    
    
12. Details of environmental impact assessments of projects undertaken by the entity based on 
applicable laws, in the current financial year: 
Name and brief details of 
project 
EIA 
Notification 
No. 
Date Whether 
conducted by 
independent 
external agency 
(Yes / No) 
Results 
communicated 
in public 
domain  
(Yes / No) 
Relevant 
Web 
link 
      
      
13. Is the entity compliant with the applicable environmental law/ regulations/ guidelines in India; such 
as the Water (Prevention and Control of Pollution) Act, Air (Prevention and Control of Pollution) Act, 
Environment protection act and rules thereunder (Y/N).  If not, provide details of all such non -
compliances, in the following format: 
 
S. No. Specify the law /",environmental impact assessments projects India compliance
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_38_13,"REs on stock exchange platform. 
b) REs credited to demat account can be renounced either by sale  of REs using 
stock exchanges platform or off -market transfer and such trades will be 
settled by transferring dematerialized REs through depository mechanism in 
the same manner as done for all other types of securities. 
c) For sale of REs through stock exchange, investors can place order for sale of 
REs only to the extent    of REs  available in the demat  account of the  
investor.  Trading in REs on the secondary market platform of Stock 
exchanges will happen electronically on T+1 rolling settlement basis where T 
being the date of trading. The transactions will be settled on trade -for-trade 
basis. 
d) Issuer shall inform the dates of issue opening and closing to the stock 
exchanges and the depositories at the time of filing the letter of offer with the 
stock exchanges.","""REs stock exchange platform settlement"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_85_4,"Page 86 of 132 
 
 
 
Annexure X 
A. General Instructions 
 
1. The Application-Cum-Bidding Form (accompanied with abridged prospectus) would be printed in 
a booklet form of A4 size paper. 
2. White color form for Resident Indian, Eligible NRIs applying on a non-repatriation basis and Blue 
color form for Eligible NRIs, FVCIs, FPIs, (foreign corporates or foreign individuals bidding under the 
QIB Portion), on a repatriation basis. 
3. Syndicate Member/SCSB to note that stamp of Broker/SCSB/DP/RTA Branch shall be done only 
after bid has been uploaded. 
B. Main Application Form 
1. Top of the application form shall have a Colored identifier strap incorporating the name of the 
issuer, ISIN number & type of form (Repatriation/Non-Repatriation Form). 
2. 8 digit Application Number 
3. Stamp/Serial Number/Code of Syndicate Member, Broker/ SCSB/ Sub-Agent /Sub-broker/ escrow 
bank/Bank Branch/ DP/RTA","""Application-Cum-Bidding Form"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_209_4","Page 210 of 261 
Sr. 
No. Attribute Parameter Measurement Data & Assurance Approach Cross – reference 
to the BRSR 
management Rules 2016 and amendments 
thereof 
Radioactive waste (F) Kg / MT 
Discarded material such as paper, plastic, 
clothes, equipment, machine parts etc 
having exposure to radiation across 
Nuclear Power Plants, Hospitals, Research 
Laboratories, Industrial Applications etc.) 
Principle 6, 
Question 9 of 
Essential Indicators 
Other Hazardous waste. Please 
specify, if any. (G) Kg / MT As per hazardous waste management 
rules of CPCB 
Principle 6, 
Question 9 of 
Essential Indicators 
Other Non -hazardous waste 
generated (H). Please specify, if any. 
(Break-up by composition i.e., by 
materials relevant to the sector) 
Kg / MT Waste not identified as Hazardous as per 
CPCB 
Principle 6, 
Question 9 of 
Essential Indicators 
Total waste generated ((A+B + C + 
D + E + F + G + H) Kg / MT self-explanatory 
Principle 6, 
Question 9 of 
Essential Indicators","""radioactive waste measurement data assurance"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_154_18","are being taken by the entity in this regard. 
 
4. Does the entity have an equal opportunity policy as per the Rights of Persons with Disabilities 
Act, 2016? If so, provide a web-link to the policy.  
 
5. Return to work and Retention rates of permanent employees and workers that took parental 
leave. 
 
 Permanent employees Permanent workers 
Gender Return to work 
rate 
Retention rate Return to work 
rate 
Retention rate 
Male     
Female     
Total     
 
6. Is there a mechanism available to receive and redress grievances for the following categories of 
employees and worker? If yes, give details of the mechanism in brief. 
 Yes/No 
(If Yes, then give details of the 
mechanism in brief)   
Permanent Workers   
Other than Permanent Workers   
Permanent Employees  
Other than Permanent Employees","""Equal opportunity policy disability act parental leave return to work retention rate grievance mechanism"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_221_42","19. As specified in sub-para 19 of Para A of Part A of Schedule III of LODR Regulations. 
 
20. As specified in sub-para 20 of Para A of Part A of Schedule III of LODR Regulations. 
 
21. As specified in sub-para 21 of Para A of Part A of Schedule III of LODR Regulations. 
 
B. Details which a listed entity need to disclose for events on which the listed entity 
shall apply materiality in terms of Para  B of Part A of Schedule III of the LODR 
Regulations  
 
1. Commencement or any postponement in the date of commencement of 
commercial production or commercial operations of any unit/division:  
 
The listed entity shall notify the stock exchange(s) regarding the commencement of 
commercial production or the commencement of commercial operations of any 
unit/division. In cases where the listed entity has made prior intimation of dat e of 
commencement of commercial production or operations, the listed entity shall be","""LODR Regulations commercial production commercial operations disclosure"""
